date, pm25, pm10, o3, no2, so2, co
2018/2/13, 16, 51, , , , 
2018/2/14, 30, 60, , , , 
2018/2/15, 27, 100, , , , 
2018/2/16, 39, 87, , , , 
2018/2/17, 31, 60, , , , 
2018/2/18, 22, 44, , , , 
2018/2/19, 23, 65, , , , 
2018/2/20, 29, 66, , , , 
2018/2/21, 38, 66, , , , 
2018/2/22, 27, 28, , , , 
2018/2/23, 19, 54, , , , 
2018/2/24, 31, 84, , , , 
2018/2/25, 31, 62, , , , 
2018/2/26, 29, 59, , , , 
2018/2/27, 25, 68, , , , 
2018/2/28, 30, 122, , , , 
2018/3/1, 61, 103, , , , 
2018/3/2, 33, 66, , , , 
2018/3/3, 36, 68, , , , 
2018/3/4, 25, 53, , , , 
