FECHA,PARAM,NE,CE,NO2,SE3,SO2,N2,N,SE2,SUR,NE2,NO,SE,SO
2018-11-12,PM10, 26, 24, 62, 27, 63, 51,, 17, 30, 33,, 36, 113
2018-11-12,PM25, 26, 40, 14, 41, 24, 72,, 34, 37, 20, 32, 23, 41
2018-11-12,SO2,,,, 6,, 5,,, 14,,,,
2018-11-12,NO2,,,, 3,, 7,,,,,,,
2018-11-13,O3,,,, 20,,,,,,,,,
2018-11-13,CO, 2, 1,, 19, 2, 27,,, 10, 1,, 1, 1
2018-11-13,PM10, 23, 14, 20, 29, 33, 30,, 25, 27, 25, 68, 29, 38
2018-11-13,PM25, 12, 15, 20, 34, 30, 79,, 11, 43, 14, 24, 14, 55
2018-11-13,SO2,,,, 5,, 5,,, 12,,,,
2018-11-13,NO2,,,, 3,, 7,,,,,,,
2018-11-14,O3,,,, 20,,,,,,,,,
2018-11-14,CO, 3, 1, 1, 23, 2, 27, 2,, 11, 2, 1, 1, 2
2018-11-14,PM10, 32, 27, 34, 52, 40, 37, 27, 52, 33, 30, 50, 38, 74
2018-11-14,PM25, 7, 10,, 26, 7, 29,, 7, 14, 9, 8, 7, 10
2018-11-14,SO2,,,, 8,, 5,,, 12,,,,
2018-11-14,NO2,,,, 12,, 8,,,,,,,
2018-11-15,O3,,,, 33,,,,,,,,,
2018-11-15,CO, 3, 1, 1, 26, 2, 27, 2,, 11, 2, 1, 1, 2
2018-11-15,PM10, 85, 48, 83, 70, 64, 53, 64, 92, 32, 75, 125, 57, 147
2018-11-15,PM25, 11, 18, 10, 71, 11, 43, 12, 19, 33, 10, 16, 12, 20
2018-11-15,SO2,,,, 10,, 5,,, 12,,,,
2018-11-15,NO2,,,, 15,, 10,,,,,,,
2018-11-16,O3,,,, 38,, 1,,,,,,,
2018-11-16,CO, 3, 1, 1, 23, 2, 28, 2,, 12, 2, 1, 1, 2
2018-11-16,PM10, 79, 62, 80, 87, 62, 51, 68, 102, 38, 87, 109, 61, 150
2018-11-16,PM25, 34, 31, 32, 91, 16, 58, 30, 42, 33, 36, 36, 21, 44
2018-11-16,SO2,,,, 10,, 5,,, 14,,,,
2018-11-16,NO2,,,, 14,, 10,,,,,,,
2018-11-17,O3,,,, 40,,,,,,,,,
2018-11-17,CO, 3, 1, 1, 20, 2, 29, 2,, 13, 2, 2, 1, 3
2018-11-17,PM10, 87, 72, 91, 55, 66, 54, 54, 114, 52, 67, 106, 75, 153
2018-11-17,PM25, 29, 37, 29, 88, 15, 56, 28, 34, 42, 35, 43, 21, 47
2018-11-17,SO2,,,, 9,, 5,,, 15,,,,
2018-11-17,NO2,,,, 14,, 11,,,,,,,
2018-11-18,O3,,,, 33,,,,,,,,,
2018-11-18,CO, 3, 1, 1, 21, 2, 30, 2,, 12, 2, 1, 1, 2
2018-11-18,PM10, 98, 59, 76, 55, 45, 40, 29, 81, 44, 56, 100, 61, 77
2018-11-18,PM25, 39,, 38, 86, 23, 74, 25, 49, 48, 34, 56, 30, 53
2018-11-18,SO2,,,, 10,, 5,,, 14,,,,
2018-11-18,NO2,,,, 14,, 10,,,,,,,
2018-11-19,O3,,,, 13,,,,,,,,,
2018-11-19,CO, 3, 1, 1, 15, 2, 30, 2,, 14, 1, 1, 1, 2
2018-11-19,PM10, 15, 42, 35, 22, 46, 40, 11, 24, 29, 20, 45,, 62
2018-11-19,PM25, 50,, 34, 101, 16, 58, 22, 41, 45, 37, 42, 22, 40
2018-11-19,SO2,,,, 6,, 5,,, 12,,,,
2018-11-19,NO2,,,, 3,, 7,,,,,,,
2018-11-20,O3,,,, 23,,,,,,,,,
2018-11-20,CO, 3, 1,, 16, 2, 31, 2,, 14, 2, 1, 1, 2
2018-11-20,PM10, 24, 42, 46, 32, 46, 41, 16, 33, 30, 44, 49, 18, 65
2018-11-20,PM25, 15,, 23, 39, 22, 72, 13, 17, 34, 10, 28, 16, 34
2018-11-20,SO2,,,, 6,, 5,,, 13,,,,
2018-11-20,NO2,,,, 4,, 8,,,,,,,
2018-11-21,O3,,,, 24,,,,,,,,,
2018-11-21,CO, 3, 1, 1, 16, 2, 31,,, 16, 2, 1, 1, 2
2018-11-21,PM10, 18, 31, 65, 21, 39, 34,, 19, 26, 26, 52, 27, 92
2018-11-21,PM25, 17,, 21, 55, 16, 59, 12, 15, 30, 13, 24, 12, 30
2018-11-21,SO2,,,, 5,, 5,,, 13,,,,
2018-11-21,NO2,,,, 6,, 9,,,,,,,
2018-11-22,O3,,,, 19,,,,,,,,,
2018-11-22,CO, 3, 1, 1, 16, 2, 32,,, 14, 2, 1, 1, 2
2018-11-22,PM10, 47, 37, 48, 19, 43, 37,, 14, 24, 34, 86, 29, 75
2018-11-22,PM25, 12, 40, 21, 38, 21, 68,, 17, 39, 10, 28, 16, 46
2018-11-22,SO2,,,, 6,, 5,,, 13,,,,
2018-11-22,NO2,,,, 7,, 8,,,,,,,
2018-11-23,O3,,,, 31,, 6,,,,,,,
2018-11-23,CO, 3, 1, 1, 18, 2, 31, 2,, 14, 2, 1, 1, 2
2018-11-23,PM10, 54, 60, 65, 40, 65, 51, 36, 46, 44, 58, 82, 40, 116
2018-11-23,PM25, 15, 35, 33, 42, 24, 75,, 12, 35, 17, 30, 17, 39
2018-11-23,SO2,,,, 7,, 6,,, 15,,,,
2018-11-23,NO2,,,, 7,, 10,,,,,,,
2018-11-24,O3,,,, 35,, 11,,,,,,,
2018-11-24,CO, 4, 2, 1, 23, 2, 27, 3,, 14, 2, 2, 1, 3
2018-11-24,PM10, 95, 342, 106, 62, 54, 46, 41, 104, 35, 87, 143, 50, 140
2018-11-24,PM25, 15, 40, 27, 74, 29, 87,, 31, 41, 29, 39, 27, 45
2018-11-24,SO2,,,, 9,, 7,,, 14,,,,
2018-11-24,NO2,,,, 13,, 10,,,,,,,
2018-11-25,O3,,,, 27,, 9,,,,,,,
2018-11-25,CO, 4, 1, 1, 22, 2, 24, 2,, 14, 2, 1, 1, 2
2018-11-25,PM10, 89,, 84, 61, 44, 39, 33, 99, 35, 76, 209, 46, 85
2018-11-25,PM25, 28, 40, 41, 98, 17, 57,, 43, 38, 40, 58, 27, 54
2018-11-25,SO2,,,, 7,, 7,,, 15,,,,
2018-11-25,NO2,,,, 11,, 9,,,,,,,
2018-11-26,O3,,,, 33,, 21,,,,,,,
2018-11-26,CO, 3, 1,, 18, 1, 22, 2,, 14, 2,, 1, 2
2018-11-26,PM10, 46, 77, 65, 54, 63, 53, 45, 54, 51, 43, 73, 45, 63
2018-11-26,PM25, 39,, 24, 83, 14, 47,, 39, 28, 25, 32, 13, 24
2018-11-26,SO2,,,, 8,, 6,,, 14,,,,
2018-11-26,NO2,,,, 5,, 6,,,,,,,
2018-11-27,O3,,,,,,,,,,,,,
2018-11-27,CO,,,,,,,,,,,,,
2018-11-27,PM10,,,,,,,,,,,,,
2018-11-27,PM25, 23, 11, 10, 48, 8, 34, 13, 11, 30, 10, 10, 8, 11
2018-11-27,SO2,,,,,,,,,,,,,
2018-11-27,NO2,,,,,,,,,,,,,
2018-11-28,O3,,,,,,,,,,,,,
2018-11-28,CO,,,,,,,,,,,,,
2018-11-28,PM10,,,,,,,,,,,,,
2018-11-28,PM25,,,,,,,,,,,,,
2018-11-28,SO2,,,,,,,,,,,,,
2018-11-28,NO2,,,,,,,,,,,,,
2018-11-29,O3,,,,,,,,,,,,,
2018-11-29,CO,,,,,,,,,,,,,
2018-11-29,PM10,,,,,,,,,,,,,
2018-11-29,PM25,,,,,,,,,,,,,
2018-11-29,SO2,,,,,,,,,,,,,
2018-11-29,NO2,,,,,,,,,,,,,
2018-11-30,O3,,,,,,,,,,,,,
2018-11-30,CO,,,,,,,,,,,,,
2018-11-30,PM10,,,,,,,,,,,,,
2018-11-30,PM25,,,,,,,,,,,,,
2018-11-30,SO2,,,,,,,,,,,,,
2018-11-30,NO2,,,,,,,,,,,,,
2018-12-01,O3,,,,,,,,,,,,,
2018-12-01,CO,,,,,,,,,,,,,
2018-12-01,PM10,,,,,,,,,,,,,
2018-12-01,PM25,,,,,,,,,,,,,
2018-12-01,SO2,,,,,,,,,,,,,
2018-12-01,NO2,,,,,,,,,,,,,
2018-12-02,O3,,,,,,,,,,,,,
2018-12-02,CO,,,,,,,,,,,,,
2018-12-02,PM10,,,,,,,,,,,,,
2018-12-02,PM25,,,,,,,,,,,,,
2018-12-02,SO2,,,,,,,,,,,,,
2018-12-02,NO2,,,,,,,,,,,,,
2018-12-03,O3,,,, 27,, 21,,,,,,,
2018-12-03,CO, 3, 1, 1, 20, 2, 26, 2,, 12, 2, 1, 1, 2
2018-12-03,PM10, 29, 42, 72, 48, 84, 64, 45, 48, 53, 41, 83, 39, 70
2018-12-03,PM25,,,,,,,,,,,,,
2018-12-03,SO2,,,, 7,, 8,,, 16,,,,
2018-12-03,NO2,,,, 5,, 6,,,,,,,
2018-12-04,O3,,,, 30,, 28,,,,,,,
2018-12-04,CO, 3, 1, 1, 22, 2, 23, 2,, 12, 2, 1, 1, 2
2018-12-04,PM10, 30, 20, 44, 40, 20, 19, 38, 40, 28, 57, 52, 26, 32
2018-12-04,PM25, 12, 20, 23, 49, 17, 61, 14, 14, 50, 17, 23, 13, 29
2018-12-04,SO2,,,, 6,, 5,,, 13,,,,
2018-12-04,NO2,,,, 5,, 4,,,,,,,
2018-12-05,O3,,,, 25,, 15,,,,,,,
2018-12-05,CO, 3, 1,, 21, 2, 24, 2,, 12, 2, 1, 1, 2
2018-12-05,PM10, 12, 10, 9, 15,,, 15, 16, 6, 19, 19, 6, 29
2018-12-05,PM25, 10, 13, 15, 48, 10, 41, 11, 11, 28, 19, 14, 9, 14
2018-12-05,SO2,,,, 6,, 9,,, 13,,,,
2018-12-05,NO2,,,, 7,, 6,,,,,,,
2018-12-06,O3,,,, 18,, 11,,,,,,,
2018-12-06,CO, 3, 2, 1, 24, 2, 29, 2,, 13, 2, 1, 1, 2
2018-12-06,PM10, 56, 53, 69, 36, 58, 47, 51, 54, 15, 80, 85, 44, 89
2018-12-06,PM25, 10, 9, 8, 33, 10, 42, 9, 6, 17, 9, 13, 5, 20
2018-12-06,SO2,,,, 7,, 8,,, 15,,,,
2018-12-06,NO2,,,, 8,, 8,,,,,,,
2018-12-07,O3,,,, 10,, 1,,,,,,,
2018-12-07,CO, 3, 2, 1, 26, 2, 31, 2,, 15, 2, 1, 1, 2
2018-12-07,PM10, 55, 52, 50, 45, 63, 52, 36, 84, 42, 61, 78, 34, 83
2018-12-07,PM25, 28, 39, 33, 63, 28, 84, 26, 42, 28, 33, 33, 23, 39
2018-12-07,SO2,,,, 6,, 6,,, 16,,,,
2018-12-07,NO2,,,, 8,, 7,,,,,,,
2018-12-08,O3,,,, 9,, 1,,,,,,,
2018-12-08,CO, 3, 2, 1, 21, 2, 28, 2,, 14, 2, 1, 1, 2
2018-12-08,PM10, 13, 31, 16, 15, 32, 30, 13, 40, 19, 18, 37, 14, 52
2018-12-08,PM25, 21, 32, 28, 81, 34, 99, 16, 28, 51, 28, 33, 23, 43
2018-12-08,SO2,,,, 6,, 6,,, 15,,,,
2018-12-08,NO2,,,, 5,, 5,,,,,,,
2018-12-09,O3,,,, 17,, 8,,,,,,,
2018-12-09,CO, 3, 1, 1, 22, 2, 26, 2,, 13, 2, 1, 1, 2
2018-12-09,PM10, 39, 41, 41, 39, 15, 14, 20, 51, 26, 40, 60, 27, 56
2018-12-09,PM25, 7, 19, 4, 25, 11, 43, 8, 14, 26, 8, 21, 10, 29
2018-12-09,SO2,,,, 6,, 7,,, 14,,,,
2018-12-09,NO2,,,, 5,, 5,,,,,,,
2018-12-10,O3,,,, 27,, 18,,,,,,,
2018-12-10,CO, 3, 1, 1, 24, 2, 26, 2,, 13, 2, 1, 1, 2
2018-12-10,PM10, 47, 30, 57, 55, 53, 44, 36, 69, 29, 71, 90, 41, 46
2018-12-10,PM25,, 26,, 52, 18, 60, 15, 25, 33, 18, 31, 21, 33
2018-12-10,SO2,,,, 10,, 9,,, 14,,,,
2018-12-10,NO2,,,, 8,, 6,,,,,,,
2018-12-11,O3,,,, 26,, 19,,,,,,,
2018-12-11,CO, 3, 1, 1, 26, 2, 26, 2,, 13, 2, 2, 1, 2
2018-12-11,PM10, 47, 30, 66, 65, 48, 40, 43, 31, 27, 99, 107, 29, 60
2018-12-11,PM25, 18, 23, 23, 69, 12, 45, 21, 30, 41, 20, 30, 20, 25
2018-12-11,SO2,,,, 6,, 8,,, 13,,,,
2018-12-11,NO2,,,, 8,, 6,,,,,,,
2018-12-12,O3,,,, 23,, 8,,,,,,,
2018-12-12,CO, 4, 2, 1, 29, 2, 31, 3,, 16, 3, 2, 2, 3
2018-12-12,PM10, 113, 108, 103, 91, 41, 35, 54, 25, 49, 160, 185, 84, 128
2018-12-12,PM25, 22, 26, 26, 77, 12, 47, 19, 15, 30, 25, 30, 14, 25
2018-12-12,SO2,,,, 12,, 11,,, 16,,,,
2018-12-12,NO2,,,, 17,, 10,,,,,,,
2018-12-13,O3,,,, 31,, 27,,,,,,,
2018-12-13,CO, 3, 1, 1, 28, 2, 25, 2,, 14, 2, 1, 1, 2
2018-12-13,PM10, 44, 38, 41, 65, 51, 41, 28,, 29, 70, 54, 47, 33
2018-12-13,PM25, 48, 47, 43, 120, 23, 75, 41, 74, 47, 50, 56, 34, 51
2018-12-13,SO2,,,, 8,, 7,,, 16,,,,
2018-12-13,NO2,,,, 13,, 5,,,,,,,
2018-12-14,O3,,,, 35,, 35,,,,,,,
2018-12-14,CO, 3, 1, 1, 23, 2, 23, 2,, 13, 2, 1, 1, 2
2018-12-14,PM10, 27, 102, 33, 49, 63, 52, 36, 69, 33, 43, 51, 35, 25
2018-12-14,PM25, 6, 10, 9, 88, 5, 22, 11, 28, 25, 24, 11, 12, 9
2018-12-14,SO2,,,, 6,, 7,,, 14,,,,
2018-12-14,NO2,,,, 7,, 4,,,,,,,
2018-12-15,O3,,,, 31,, 26,,,,,,,
2018-12-15,CO, 3, 1, 1, 31, 2, 25, 3,, 16, 2, 1, 1, 3
2018-12-15,PM10, 72, 38, 56, 73, 43, 38, 72, 130, 36, 69, 117, 42, 90
2018-12-15,PM25, 5, 5, 5, 34, 6, 25, 7, 9, 15, 10, 7, 5, 5
2018-12-15,SO2,,,, 7,, 7,,, 14,,,,
2018-12-15,NO2,,,, 16,, 6,,,,,,,
2018-12-16,O3,,,, 33,, 28,,,,,,,
2018-12-16,CO, 4, 2, 1, 35, 2, 27, 3,, 15, 3, 2, 1, 3
2018-12-16,PM10, 153, 42, 77, 78, 57, 49, 60, 187, 35, 111, 174, 42, 97
2018-12-16,PM25, 29, 17, 25, 86, 11, 42, 22, 39, 32, 28, 31, 12, 32
2018-12-16,SO2,,,, 9,, 7,,, 14,,,,
2018-12-16,NO2,,,, 15,, 6,,,,,,,
2018-12-17,O3,,,, 31,, 22,,,,,,,
2018-12-17,CO, 3, 2, 1, 29, 2, 28, 3,, 14, 3, 2, 1, 3
2018-12-17,PM10, 88, 40, 70, 69, 71, 56, 57, 107, 24, 115, 131, 37, 77
2018-12-17,PM25, 76, 27, 39, 117, 14, 51, 29, 70, 34, 43, 58, 19, 43
2018-12-17,SO2,,,, 10,, 8,,, 13,,,,
2018-12-17,NO2,,,, 14,, 8,,,,,,,
2018-12-18,O3,,,, 27,, 16,,,,,,,
2018-12-18,CO, 3, 2, 1, 26, 2, 30, 3,, 17, 2, 1, 1, 3
2018-12-18,PM10, 77, 58, 87, 68, 81, 62, 61, 138, 43, 91, 100, 69, 155
2018-12-18,PM25, 29, 22, 27, 83, 12, 45, 20, 31, 20, 30, 35, 11, 23
2018-12-18,SO2,,,, 12,, 11,,, 15,,,,
2018-12-18,NO2,,,, 12,, 10,,,,,,,
2018-12-19,O3,,,, 31,, 27,,,,,,,
2018-12-19,CO, 3, 2, 1, 30, 2, 28, 3,, 16, 2, 1, 1, 3
2018-12-19,PM10, 97, 72, 100, 93, 53, 45, 80, 150, 50, 139, 113, 77, 176
2018-12-19,PM25, 27, 36, 32, 77, 23, 74, 31, 33, 45, 26, 44, 29, 47
2018-12-19,SO2,,,, 7,, 7,,, 16,,,,
2018-12-19,NO2,,,, 16,, 6,,,,,,,
2018-12-20,O3,,,, 32,, 29,,,,,,,
2018-12-20,CO, 3, 1, 1, 23, 2, 26, 2,, 14, 2, 1, 1, 2
2018-12-20,PM10, 31, 22, 28, 47, 42, 37, 42, 47, 36, 43, 35, 35, 54
2018-12-20,PM25, 31, 36, 27, 109, 14, 48, 33, 41, 42, 26, 34, 25, 60
2018-12-20,SO2,,,, 6,, 8,,, 14,,,,
2018-12-20,NO2,,,, 9,, 5,,,,,,,
2018-12-21,O3,,,, 35,, 28,,,,,,,
2018-12-21,CO, 3, 1, 1, 26, 2, 28, 3,, 14, 3, 1, 1, 3
2018-12-21,PM10, 54, 39, 88, 53, 49, 43, 54, 93, 37, 83, 108, 32, 118
2018-12-21,PM25, 6, 6, 6, 40, 5, 24, 11, 10, 17, 10, 8, 6, 8
2018-12-21,SO2,,,, 9,, 6,,, 14,,,,
2018-12-21,NO2,,,, 12,, 6,,,,,,,
2018-12-22,O3,,,, 35,, 30,,,,,,,
2018-12-22,CO, 4, 2, 1, 34, 2, 30, 3,, 18, 3, 2, 1, 4
2018-12-22,PM10, 126, 53, 87, 81, 66, 54, 104, 160, 35, 113, 134, 50, 142
2018-12-22,PM25, 16, 14, 23, 63, 10, 41, 21, 26, 25, 31, 27, 8, 31
2018-12-22,SO2,,,, 8,, 7,,, 15,,,,
2018-12-22,NO2,,,, 20,, 7,,,,,,,
2018-12-23,O3,,,, 34,, 35,,,,,,,
2018-12-23,CO, 4, 1, 1, 32, 2, 29, 3,, 16, 3, 1, 1, 3
2018-12-23,PM10, 105, 30, 64, 70, 56, 48, 50, 101,, 89, 101, 45, 79
2018-12-23,PM25, 49, 20, 39, 84, 12, 43, 36, 69, 31, 38, 42, 14, 41
2018-12-23,SO2,,,, 8,, 7,,, 16,,,,
2018-12-23,NO2,,,, 17,, 6,,,,,,,
2018-12-24,O3,,,, 31,, 28,,,,,,,
2018-12-24,CO, 3, 2, 1, 27, 2, 29, 3,, 14, 2, 1, 1, 3
2018-12-24,PM10, 61, 80, 71, 63, 38, 35, 45, 74, 37, 58, 61, 40, 73
2018-12-24,PM25, 38, 13, 16, 93, 11, 42, 22, 43, 34, 40, 27, 12, 23
2018-12-24,SO2,,,, 10,, 7,,, 14,,,,
2018-12-24,NO2,,,, 12,, 5,,,,,,,
2018-12-25,O3,,,, 27,, 26,,,,,,,
2018-12-25,CO, 3, 2, 1, 25, 2, 31, 3,, 16, 2, 2, 1, 3
2018-12-25,PM10, 102, 57, 127, 52, 22, 21, 52, 95, 50, 83, 120, 76, 110
2018-12-25,PM25, 34,, 38, 78, 12, 48, 21, 25, 36, 28, 42, 18, 34
2018-12-25,SO2,,,, 7,, 8,,, 16,,,,
2018-12-25,NO2,,,, 6,, 6,,,,,,,
2018-12-26,O3,,,, 26,, 25,,,,,,,
2018-12-26,CO, 3, 2, 1, 22, 3, 35, 3,, 14, 2, 2, 1, 3
2018-12-26,PM10, 52, 56, 117, 36, 97, 71, 28, 38, 43, 53, 71, 50, 92
2018-12-26,PM25, 54,, 52, 93,,, 43, 56, 64, 47, 82, 45, 68
2018-12-26,SO2,,,, 8,, 9,,, 16,,,,
2018-12-26,NO2,,,, 5,, 9,,,,,,,
2018-12-27,O3,,,, 25,,,,,,,,,
2018-12-27,CO, 3, 2, 1, 27,,, 3,, 15, 2, 4, 1, 2
2018-12-27,PM10, 69, 68, 72, 65,,, 25, 69, 54, 68, 97, 63, 94
2018-12-27,PM25, 23, 35, 35, 44, 33, 96, 23, 22, 51, 22, 32, 25, 44
2018-12-27,SO2,,,, 11,,,,, 17,,,,
2018-12-27,NO2,,,, 9,,,,,,,,,
2018-12-28,O3,,,, 28,,,,,,,,,
2018-12-28,CO, 3, 2, 1, 25,,, 3,, 14, 3, 5, 1, 2
2018-12-28,PM10, 71, 46, 85, 57,,, 28, 72, 37, 88, 93, 47, 63
2018-12-28,PM25, 23, 29, 22, 75,,, 19, 26, 45, 25, 34, 21, 26
2018-12-28,SO2,,,, 16,,,,, 15,,,,
2018-12-28,NO2,,,, 9,,,,,,,,,
2018-12-29,O3,,,, 15,,,,,,,,,
2018-12-29,CO, 3, 1, 1, 23,,, 3,, 14, 2, 5, 1, 2
2018-12-29,PM10, 14, 16, 18, 27,,, 19, 14, 19, 19, 34, 10, 17
2018-12-29,PM25, 19, 16, 22, 63,,, 15, 22, 34, 27, 21, 11, 19
2018-12-29,SO2,,,, 6,,,,, 14,,,,
2018-12-29,NO2,,,, 5,,,,,,,,,
2018-12-30,O3,,,, 14,,,,,,,,,
2018-12-30,CO, 1, 1,, 23,,, 2,, 14, 1, 2, 1, 2
2018-12-30,PM10, 20, 29, 26, 39,,, 16, 19, 23, 20, 45, 20, 25
2018-12-30,PM25, 11, 13, 13, 38,,, 14, 12, 19, 7, 18, 10, 17
2018-12-30,SO2,,,, 6,,,,, 14,,,,
2018-12-30,NO2,,,, 4,,,,,,,,,
2018-12-31,O3,,,,,,,,,,,,,
2018-12-31,CO,,,,,,,,,,,,,
2018-12-31,PM10,,,,,,,,,,,,,
2018-12-31,PM25, 12, 28, 20, 52,,, 5, 12, 23, 11, 27, 17, 27
2018-12-31,SO2,,,,,,,,,,,,,
2018-12-31,NO2,,,,,,,,,,,,,
2019-01-01,O3,,,, 17,, 17,,,,,,,
2019-01-01,CO,,,, 36,, 34,,, 15,,,,
2019-01-01,PM10,,,, 109,, 61,,, 36,,,,
2019-01-01,PM25,,,,,,,,,,,,,
2019-01-01,SO2,,,, 14,, 14,,, 25,,,,
2019-01-01,NO2,,,, 7,, 6,,,,,,,
2019-01-02,O3,,,, 15,, 7,,,,,,,
2019-01-02,CO,,,, 23,, 32,,, 15,,,,
2019-01-02,PM10,,,, 21,, 45,,, 31,,,,
2019-01-02,PM25,,,, 165,, 96,,, 51,,,,
2019-01-02,SO2,,,, 6,, 6,,, 15,,,,
2019-01-02,NO2,,,, 4,, 5,,,,,,,
2019-01-03,O3,,,, 19,,,,,,,,,
2019-01-03,CO,,,, 25,,,,, 15,,,,
2019-01-03,PM10,,,, 39,,,,, 29,,,,
2019-01-03,PM25,,,, 25,, 59,,, 28,,,,
2019-01-03,SO2,,,, 10,,,,, 15,,,,
2019-01-03,NO2,,,, 6,,,,,,,,,
2019-01-04,O3,,,, 32,, 25,,,,,,,
2019-01-04,CO,,,, 31,, 34,,, 15,,,,
2019-01-04,PM10,,,, 83,, 58,,, 37,,,,
2019-01-04,PM25,,,, 54,,,,, 31,,,,
2019-01-04,SO2,,,, 13,, 8,,, 16,,,,
2019-01-04,NO2,,,, 13,, 8,,,,,,,
2019-01-05,O3,,,, 34,, 36,,,,,,,
2019-01-05,CO,,,, 30,, 34,,, 16,,,,
2019-01-05,PM10,,,, 74,, 61,,, 39,,,,
2019-01-05,PM25,,,, 111,, 51,,, 38,,,,
2019-01-05,SO2,,,, 11,, 9,,, 16,,,,
2019-01-05,NO2,,,, 16,, 8,,,,,,,
2019-01-06,O3,,,, 25,, 32,,,,,,,
2019-01-06,CO,,,, 26,, 34,,, 16,,,,
2019-01-06,PM10,,,, 51,, 57,,, 45,,,,
2019-01-06,PM25,,,, 88,, 72,,, 26,,,,
2019-01-06,SO2,,,, 7,, 9,,, 18,,,,
2019-01-06,NO2,,,, 9,, 7,,,,,,,
2019-01-07,O3,,,, 29,, 33,,,,,,,
2019-01-07,CO,,,, 26,, 36,,, 17,,,,
2019-01-07,PM10,,,, 57,, 65,,, 54,,,,
2019-01-07,PM25,,,, 78,, 78,,,,,,,
2019-01-07,SO2,,,, 9,, 11,,, 19,,,,
2019-01-07,NO2,,,, 10,, 9,,,,,,,
2019-01-08,O3,,,, 29,, 40,,,,,,,
2019-01-08,CO,,,, 25,, 35,,, 14,,,,
2019-01-08,PM10,,,, 63,, 67,,, 44,,,,
2019-01-08,PM25,,,, 49,, 68,,,,,,,
2019-01-08,SO2,,,, 14,, 14,,, 17,,,,
2019-01-08,NO2,,,, 11,, 8,,,,,,,
2019-01-09,O3,,,, 15,, 15,,,,,,,
2019-01-09,CO,,,, 22,, 33,,, 12,,,,
2019-01-09,PM10,,,, 29,, 30,,, 23,,,,
2019-01-09,PM25,,,, 98,, 84,,, 67,,,,
2019-01-09,SO2,,,, 6,, 5,,, 15,,,,
2019-01-09,NO2,,,, 8,, 5,,,,,,,
2019-01-10,O3,,,, 20,, 4,,,,,,,
2019-01-10,CO,,,, 23,, 34,,, 12,,,,
2019-01-10,PM10,,,, 25,, 41,,, 21,,,,
2019-01-10,PM25,,,, 45,, 37,,, 24,,,,
2019-01-10,SO2,,,, 7,, 6,,, 15,,,,
2019-01-10,NO2,,,, 7,, 7,,,,,,,
2019-01-11,O3,,,, 18,, 15,,,,,,,
2019-01-11,CO,,,, 24,, 34,,, 12,,,,
2019-01-11,PM10,,,, 36,, 58,,, 42,,,,
2019-01-11,PM25,,,, 41,, 60,,, 25,,,,
2019-01-11,SO2,,,, 7,, 7,,, 16,,,,
2019-01-11,NO2,,,, 7,, 7,,,,,,,
2019-01-12,O3,,,, 28,, 23,,,,,,,
2019-01-12,CO,,,, 28,, 32,,, 13,,,,
2019-01-12,PM10,,,, 60,, 40,,, 36,,,,
2019-01-12,PM25,,,, 59,, 79,,, 39,,,,
2019-01-12,SO2,,,, 8,, 8,,, 17,,,,
2019-01-12,NO2,,,, 11,, 5,,,,,,,
2019-01-13,O3,,,, 20,, 25,,,,,,,
2019-01-13,CO,,,, 24,, 30,,, 11,,,,
2019-01-13,PM10,,,, 40,, 38,,, 23,,,,
2019-01-13,PM25,,,, 73,, 35,,, 31,,,,
2019-01-13,SO2,,,, 6,, 8,,, 16,,,,
2019-01-13,NO2,,,, 5,, 5,,,,,,,
2019-01-14,O3,,,, 21,, 12,,,,,,,
2019-01-14,CO,,,, 23,, 32,,, 11,,,,
2019-01-14,PM10,,,, 21,, 33,,, 19,,,,
2019-01-14,PM25,,,, 44,, 42,,, 25,,,,
2019-01-14,SO2,,,, 6,, 7,,, 15,,,,
2019-01-14,NO2,,,, 4,, 7,,,,,,,
2019-01-15,O3,,,, 16,, 7,,,,,,,
2019-01-15,CO,,,, 24,, 36,,, 14,,,,
2019-01-15,PM10,,,, 21,, 56,,, 38,,,,
2019-01-15,PM25,,,, 28,, 41,,, 16,,,,
2019-01-15,SO2,,,, 6,, 5,,, 16,,,,
2019-01-15,NO2,,,, 5,, 8,,,,,,,
2019-01-16,O3,,,, 15,, 7,,,,,,,
2019-01-16,CO,,,, 25,, 39,,, 16,,,,
2019-01-16,PM10,,,, 44,, 85,,, 56,,,,
2019-01-16,PM25,,,, 37,, 87,,, 44,,,,
2019-01-16,SO2,,,, 7,, 5,,, 16,,,,
2019-01-16,NO2,,,, 7,, 9,,,,,,,
2019-01-17,O3,,,, 25,, 16,,,,,,,
2019-01-17,CO,,,, 28,, 41,,, 17,,,,
2019-01-17,PM10,,,, 65,, 96,,, 67,,,,
2019-01-17,PM25,,,, 81,, 129,,, 59,,,,
2019-01-17,SO2,,,, 11,, 5,,, 17,,,,
2019-01-17,NO2,,,, 14,, 12,,,,,,,
2019-01-18,O3,,,, 20,, 18,,,,,,,
2019-01-18,CO,,,, 26,, 39,,, 14,,,,
2019-01-18,PM10,,,, 55,, 79,,, 45,,,,
2019-01-18,PM25,,,, 126,, 150,,, 70,,,,
2019-01-18,SO2,,,, 7,, 5,,, 17,,,,
2019-01-18,NO2,,,, 8,, 11,,,,,,,
2019-01-19,O3,,,, 32,, 28,,,,,,,
2019-01-19,CO,,,, 26,, 32,,, 11,,,,
2019-01-19,PM10,,,, 59,, 58,,, 46,,,,
