date, pm25, pm10, o3, no2, so2, co
2017/9/6, 16, 62, , , , 
2017/9/27, 8, 33, , , , 
2017/9/28, 9, 18, , , , 
2017/9/29, 236, 22, , , , 
2017/4/2, 31, 124, , , , 1
2017/4/3, 19, 78, , , , 1
2017/4/4, 19, 190, , , , 1
2017/4/5, 18, 120, , , , 1
2017/4/6, 13, 60, , , , 1
2017/4/7, 16, 49, , , , 1
2017/4/8, 16, , , , , 
2017/4/10, 25, 67, , , , 
2017/4/11, 28, 56, , , , 
2017/4/12, 23, 41, , , , 
2017/4/13, 16, 32, , , , 
2017/4/14, 15, 31, , , , 
2017/4/15, 14, 43, , , , 
2017/4/16, 18, 53, , , , 
2017/4/17, 22, 51, , , , 
2017/4/18, 26, 72, , , , 
2017/4/19, 20, 79, , , , 
2017/4/20, 22, 67, , , , 
2017/4/21, 24, 67, , , , 
2017/4/22, 21, 66, , , , 
2017/4/23, 18, 26, , , , 
2017/4/24, 13, 53, , , , 
2017/4/25, 21, 83, , , , 
2017/4/26, 19, 99, , , , 
2017/4/27, 17, 77, , , , 
2017/4/28, 23, 132, , , , 
2017/4/29, 28, 104, , , , 
2017/4/30, 21, 105, , , , 
2017/5/1, 21, 62, , , , 
2017/5/2, 15, 72, , , , 
2017/5/3, 16, 102, , , , 
2017/5/4, 25, 55, , , , 
2017/5/5, 17, 64, , , , 
2017/5/6, 19, 68, , , , 
2017/5/7, 27, 46, , , , 
2017/5/8, 20, 51, , , , 
2017/5/9, 16, 52, , , , 
2017/5/10, 20, 90, , , , 
2017/5/11, 29, 112, , , , 
2017/5/12, 27, 92, , , , 
2017/5/13, 25, 80, , , , 
2017/5/14, 22, 67, , , , 
2017/5/15, 21, 65, , , , 
2017/5/19, 60, 94, , , , 
2017/5/20, 32, 82, , , , 
2017/5/21, 25, 47, , , , 
2017/5/22, 28, 52, , , , 
2017/5/23, 18, 57, , , , 
2017/5/24, 26, 45, , , , 
2017/5/25, 18, 107, , , , 
2017/5/26, 17, 107, , , , 
2017/6/3, 28, 45, , , , 1
2017/6/4, 19, 44, , , , 1
2017/6/5, 17, 79, , , , 1
2017/6/6, 19, 96, , , , 1
2017/6/20, 30, 41, , , , 1
2017/6/21, 23, 62, , , , 1
2017/6/27, 46, 45, , , , 1
2017/1/11, 19, 153, , , , 1
2017/1/12, 25, 154, , , , 1
2017/2/9, 25, 98, , , , 
2017/2/10, 20, 37, , , , 
2017/2/11, 30, 113, , , , 
2017/2/12, 23, 148, , , , 1
2017/2/13, 21, 108, , , , 
2017/2/14, 26, 69, , , , 
2017/2/15, 16, 79, , , , 1
2017/2/16, 14, 52, , , , 1
2017/2/17, 11, 40, , , , 1
2017/2/18, 18, 103, , , , 1
